B_cellulosilyticus_WH2	B_caccae	B_vulgatus	B_thetaiotaomicron	B_ovatus	R_obeum	B_uniformis	P_distasonis	C_scindens	C_aerofaciens	C_spiroforme
K01547	K01634	K01588	K01551	K01524	K01876	K01607	K01634	K01810	K02050	K03555
K01548	K01639	K01590	K01572	K01531	K01880	K01609	K01639	K01818	K02051	K03569
K01572	K01647	K01591	K01573	K01533	K01881	K01610	K01647	K01835	K02078	K03570
K01573	K01649	K01599	K01579	K01534	K01883	K01613	K01649	K01839	K02082	K03572
K01579	K01652	K01607	K01580	K01537	K01885	K01619	K01652	K01840	K02108	K03574
K01580	K01653	K01609	K01585	K01546	K01886	K01620	K01653	K01843	K02109	K03581
K01585	K01657	K01610	K01586	K01547	K01887	K01624	K01657	K01854	K02110	K03588
K01586	K01658	K01613	K01588	K01548	K01889	K01625	K01658	K01866	K02111	K03590
K01588	K01659	K01619	K01591	K01572	K01890	K01627	K01659	K01867	K02112	K03595
K01591	K01661	K01620	K01599	K01573	K01892	K01629	K01661	K01868	K02113	K03596
K01607	K01662	K01624	K01607	K01579	K01893	K01633	K01662	K01869	K02114	K03601
K01609	K01664	K01625	K01609	K01580	K01897	K01634	K01664	K01870	K02115	K03624
K01610	K01665	K01627	K01610	K01585	K01912	K01639	K01665	K01872	K02188	K03629
K01613	K01673	K01629	K01613	K01586	K01914	K01647	K01673	K01873	K02190	K03630
K01619	K01676	K01633	K01619	K01588	K01915	K01649	K01676	K01874	K02221	K03631
K01620	K01681	K01634	K01620	K01591	K01921	K01652	K01679	K01875	K02224	K03648
K01624	K01685	K01639	K01624	K01599	K01923	K01653	K01681	K01876	K02227	K03650
K01625	K01686	K01647	K01625	K01609	K01924	K01654	K01686	K01880	K02231	K03655
K01627	K01687	K01649	K01627	K01610	K01925	K01657	K01687	K01881	K02232	K03657
K01629	K01689	K01652	K01629	K01613	K01926	K01658	K01689	K01883	K02233	K03664
K01633	K01693	K01653	K01633	K01619	K01928	K01659	K01693	K01885	K02237	K03665
K01634	K01695	K01654	K01634	K01620	K01929	K01662	K01695	K01886	K02238	K03671
K01647	K01696	K01657	K01647	K01624	K01933	K01664	K01696	K01887	K02279	K03685
K01649	K01703	K01658	K01649	K01625	K01934	K01665	K01703	K01889	K02282	K03686
K01652	K01704	K01659	K01652	K01627	K01935	K01667	K01704	K01890	K02283	K03687
K01653	K01707	K01661	K01653	K01629	K01937	K01673	K01707	K01892	K02313	K03695
K01657	K01708	K01662	K01657	K01633	K01938	K01676	K01710	K01897	K02314	K03698
K01658	K01709	K01664	K01658	K01634	K01939	K01681	K01711	K01911	K02315	K03699
K01659	K01710	K01665	K01659	K01639	K01940	K01685	K01712	K01912	K02316	K03700
K01662	K01711	K01666	K01661	K01647	K01945	K01686	K01714	K01915	K02335	K03701
K01664	K01714	K01673	K01662	K01649	K01950	K01687	K01719	K01921	K02337	K03702
K01665	K01719	K01676	K01664	K01652	K01951	K01689	K01733	K01923	K02338	K03703
K01667	K01733	K01681	K01665	K01653	K01952	K01693	K01734	K01924	K02340	K03704
K01673	K01734	K01685	K01667	K01657	K01953	K01695	K01735	K01925	K02341	K03705
K01676	K01735	K01686	K01673	K01658	K01955	K01696	K01736	K01926	K02343	K03711
K01681	K01736	K01687	K01676	K01659	K01956	K01703	K01737	K01928	K02346	K03719
K01685	K01737	K01689	K01681	K01661	K01961	K01704	K01738	K01929	K02355	K03723
K01686	K01738	K01693	K01685	K01662	K01962	K01707	K01740	K01933	K02356	K03733
K01687	K01740	K01695	K01686	K01664	K01963	K01708	K01744	K01934	K02357	K03741
K01689	K01744	K01696	K01687	K01665	K01989	K01710	K01745	K01937	K02358	K03763
K01693	K01745	K01703	K01689	K01667	K01990	K01711	K01750	K01938	K02371	K03768
K01695	K01752	K01704	K01693	K01673	K01992	K01712	K01752	K01939	K02372	K03778
K01696	K01755	K01707	K01695	K01676	K01995	K01714	K01754	K01940	K02428	K03784
K01703	K01756	K01708	K01696	K01681	K01996	K01719	K01755	K01945	K02433	K03797
K01704	K01759	K01709	K01703	K01685	K01997	K01733	K01756	K01950	K02434	K03798
K01708	K01768	K01710	K01704	K01686	K01998	K01734	K01759	K01951	K02435	K03816
K01710	K01770	K01711	K01708	K01687	K01999	K01735	K01768	K01952	K02469	K03826
K01711	K01775	K01712	K01709	K01689	K02003	K01736	K01770	K01955	K02470	K03827
K01712	K01776	K01714	K01710	K01693	K02004	K01737	K01775	K01956	K02477	K03892
K01713	K01778	K01719	K01711	K01695	K02005	K01738	K01776	K01961	K02493	K03925
K01714	K01783	K01730	K01712	K01696	K02006	K01740	K01778	K01962	K02499	K03976
K01719	K01784	K01733	K01714	K01703	K02007	K01745	K01783	K01963	K02500	K03977
K01729	K01785	K01734	K01719	K01704	K02008	K01752	K01784	K01972	K02501	K03978
K01733	K01787	K01735	K01733	K01707	K02013	K01755	K01785	K01989	K02502	K03979
K01734	K01790	K01736	K01734	K01708	K02015	K01756	K01787	K01990	K02503	K04023
K01735	K01791	K01737	K01735	K01710	K02016	K01759	K01788	K01992	K02518	K04042
K01736	K01802	K01738	K01736	K01711	K02017	K01768	K01790	K02003	K02519	K04043
K01737	K01803	K01740	K01737	K01712	K02018	K01770	K01791	K02004	K02520	K04066
K01738	K01804	K01744	K01738	K01714	K02019	K01771	K01795	K02005	K02525	K04069
K01740	K01805	K01745	K01740	K01719	K02020	K01775	K01802	K02006	K02526	K04072
K01745	K01808	K01752	K01744	K01733	K02025	K01776	K01803	K02007	K02528	K04075
K01752	K01809	K01754	K01745	K01734	K02026	K01778	K01805	K02008	K02529	K04077
K01755	K01810	K01755	K01752	K01735	K02027	K01783	K01807	K02009	K02563	K04079
K01756	K01811	K01756	K01755	K01736	K02028	K01784	K01808	K02010	K02564	K04083
K01759	K01812	K01759	K01756	K01737	K02029	K01785	K01809	K02017	K02600	K04094
K01768	K01813	K01768	K01759	K01738	K02030	K01787	K01810	K02018	K02601	K04096
K01770	K01814	K01770	K01768	K01740	K02033	K01790	K01811	K02019	K02654	K04487
K01775	K01815	K01775	K01770	K01744	K02034	K01791	K01812	K02020	K02744	K04488
K01776	K01817	K01776	K01771	K01745	K02035	K01802	K01813	K02025	K02745	K04567
K01778	K01818	K01778	K01775	K01752	K02036	K01803	K01814	K02026	K02749	K05349
K01783	K01834	K01783	K01776	K01755	K02037	K01804	K01816	K02027	K02750	K05366
K01784	K01835	K01784	K01778	K01756	K02038	K01805	K01817	K02028	K02755	K05592
K01785	K01840	K01785	K01783	K01759	K02039	K01807	K01834	K02029	K02756	K05770
K01787	K01843	K01787	K01784	K01768	K02040	K01808	K01835	K02030	K02757	K05808
K01790	K01847	K01790	K01785	K01770	K02045	K01809	K01840	K02031	K02759	K05833
K01791	K01854	K01791	K01787	K01775	K02046	K01810	K01841	K02032	K02760	K05896
K01802	K01858	K01802	K01790	K01776	K02047	K01811	K01843	K02033	K02768	K05985
K01803	K01866	K01803	K01791	K01778	K02048	K01812	K01847	K02034	K02769	K06023
K01804	K01867	K01804	K01802	K01783	K02049	K01813	K01866	K02035	K02770	K06024
K01805	K01868	K01805	K01803	K01784	K02050	K01814	K01867	K02036	K02773	K06131
K01807	K01869	K01808	K01804	K01785	K02051	K01815	K01868	K02037	K02774	K06147
K01808	K01870	K01809	K01805	K01787	K02052	K01817	K01869	K02038	K02786	K06148
K01809	K01872	K01810	K01807	K01790	K02056	K01818	K01870	K02039	K02787	K06153
K01810	K01873	K01811	K01808	K01791	K02057	K01834	K01872	K02040	K02788	K06158
K01811	K01874	K01812	K01809	K01795	K02058	K01835	K01873	K02049	K02790	K06173
K01812	K01875	K01813	K01810	K01802	K02071	K01840	K01874	K02050	K02791	K06178
K01813	K01876	K01814	K01811	K01803	K02072	K01841	K01875	K02051	K02793	K06180
K01814	K01880	K01815	K01812	K01804	K02073	K01843	K01876	K02052	K02794	K06183
K01815	K01881	K01817	K01813	K01805	K02074	K01847	K01880	K02053	K02795	K06187
K01816	K01883	K01818	K01814	K01807	K02078	K01858	K01881	K02055	K02796	K06199
K01817	K01885	K01834	K01815	K01808	K02083	K01866	K01883	K02056	K02803	K06201
K01818	K01886	K01835	K01817	K01809	K02108	K01867	K01885	K02071	K02804	K06207
K01834	K01887	K01840	K01818	K01810	K02109	K01868	K01886	K02073	K02806	K06217
K01835	K01889	K01843	K01834	K01811	K02110	K01869	K01887	K02078	K02808	K06286
K01840	K01890	K01847	K01835	K01812	K02111	K01870	K01889	K02081	K02809	K06287
K01841	K01892	K01854	K01840	K01813	K02112	K01872	K01890	K02117	K02810	K06305
K01843	K01893	K01858	K01841	K01814	K02113	K01873	K01892	K02118	K02818	K06346
K01847	K01895	K01866	K01843	K01815	K02114	K01874	K01893	K02119	K02819	K06381
K01854	K01897	K01867	K01847	K01817	K02115	K01875	K01895	K02120	K02823	K06410
K01858	K01902	K01868	K01858	K01818	K02117	K01876	K01897	K02121	K02825	K06871
K01866	K01903	K01869	K01866	K01834	K02118	K01880	K01911	K02122	K02834	K06881
K01867	K01911	K01870	K01867	K01835	K02119	K01881	K01912	K02123	K02835	K06885
K01868	K01912	K01872	K01868	K01840	K02120	K01883	K01914	K02124	K02836	K06901
K01869	K01914	K01873	K01869	K01843	K02122	K01885	K01915	K02160	K02838	K06925
K01870	K01915	K01874	K01870	K01847	K02123	K01886	K01918	K02171	K02851	K06929
K01872	K01918	K01875	K01872	K01858	K02124	K01887	K01921	K02172	K02860	K06941
K01873	K01921	K01876	K01873	K01866	K02160	K01889	K01923	K02182	K02863	K06942
K01874	K01923	K01880	K01874	K01867	K02171	K01890	K01924	K02188	K02864	K06948
K01875	K01924	K01881	K01875	K01868	K02172	K01892	K01925	K02189	K02867	K06949
K01876	K01925	K01883	K01876	K01869	K02188	K01893	K01926	K02190	K02871	K06958
K01880	K01926	K01885	K01880	K01870	K02189	K01895	K01928	K02191	K02874	K06959
K01881	K01928	K01886	K01881	K01872	K02190	K01897	K01929	K02217	K02876	K06960
K01883	K01929	K01887	K01883	K01873	K02191	K01912	K01933	K02224	K02878	K06973
K01885	K01933	K01889	K01885	K01874	K02203	K01914	K01934	K02226	K02879	K07007
K01886	K01934	K01890	K01886	K01875	K02224	K01915	K01935	K02227	K02881	K07030
K01887	K01937	K01892	K01887	K01876	K02226	K01918	K01937	K02231	K02886	K07035
K01889	K01938	K01893	K01889	K01880	K02227	K01921	K01938	K02232	K02887	K07040
K01890	K01939	K01895	K01890	K01881	K02231	K01923	K01939	K02233	K02888	K07042
K01892	K01940	K01897	K01892	K01883	K02232	K01924	K01940	K02237	K02890	K07052
K01893	K01945	K01911	K01893	K01885	K02233	K01925	K01945	K02238	K02892	K07056
K01895	K01950	K01912	K01895	K01886	K02237	K01926	K01950	K02242	K02895	K07058
K01897	K01951	K01914	K01897	K01887	K02238	K01928	K01951	K02283	K02899	K07082
K01902	K01952	K01915	K01902	K01889	K02242	K01929	K01952	K02302	K02902	K07093
K01903	K01953	K01918	K01903	K01890	K02278	K01933	K01953	K02303	K02904	K07095
K01912	K01955	K01921	K01911	K01892	K02283	K01934	K01955	K02304	K02906	K07098
K01914	K01956	K01923	K01912	K01893	K02302	K01935	K01956	K02313	K02907	K07139
K01915	K01960	K01924	K01914	K01895	K02303	K01937	K01960	K02314	K02909	K07166
K01918	K01961	K01925	K01915	K01897	K02304	K01938	K01961	K02315	K02911	K07240
K01921	K01965	K01926	K01918	K01902	K02313	K01939	K01965	K02316	K02913	K07258
K01923	K01966	K01928	K01921	K01903	K02314	K01940	K01966	K02334	K02914	K07282
K01924	K01972	K01929	K01923	K01910	K02315	K01945	K01972	K02335	K02916	K07404
K01925	K01990	K01933	K01924	K01911	K02316	K01950	K01990	K02337	K02926	K07447
K01926	K01991	K01934	K01925	K01912	K02335	K01951	K01991	K02338	K02931	K07456
K01928	K01992	K01935	K01926	K01914	K02337	K01952	K01992	K02340	K02933	K07462
K01929	K01993	K01937	K01928	K01915	K02338	K01953	K01993	K02341	K02935	K07467
K01933	K02000	K01938	K01929	K01918	K02340	K01955	K02000	K02343	K02939	K07478
K01934	K02001	K01939	K01933	K01921	K02341	K01956	K02001	K02346	K02945	K07483
K01935	K02002	K01940	K01934	K01923	K02343	K01960	K02002	K02355	K02946	K07485
K01937	K02003	K01945	K01935	K01924	K02346	K01961	K02003	K02356	K02948	K07493
K01938	K02004	K01950	K01937	K01925	K02355	K01965	K02004	K02357	K02950	K07497
K01939	K02005	K01951	K01938	K01926	K02356	K01966	K02005	K02358	K02952	K07560
K01940	K02013	K01952	K01939	K01928	K02357	K01972	K02010	K02371	K02954	K07566
K01945	K02014	K01953	K01940	K01929	K02358	K01990	K02013	K02372	K02956	K07568
K01950	K02015	K01955	K01945	K01933	K02371	K01991	K02014	K02395	K02959	K07586
K01951	K02016	K01956	K01950	K01934	K02372	K01992	K02015	K02424	K02961	K07636
K01952	K02028	K01960	K01951	K01935	K02428	K01993	K02016	K02428	K02963	K07650
K01953	K02036	K01961	K01952	K01937	K02431	K02003	K02017	K02431	K02965	K07742
K01955	K02037	K01965	K01953	K01938	K02433	K02004	K02022	K02433	K02967	K07770
K01956	K02038	K01966	K01955	K01939	K02434	K02005	K02030	K02434	K02968	K07813
K01960	K02039	K01972	K01956	K01940	K02435	K02010	K02036	K02435	K02982	K07979
K01961	K02040	K01990	K01960	K01945	K02443	K02013	K02037	K02437	K02986	K08153
K01965	K02049	K01991	K01961	K01950	K02456	K02014	K02038	K02443	K02988	K08282
K01966	K02050	K01992	K01965	K01951	K02469	K02015	K02039	K02469	K02990	K08483
K01972	K02051	K01993	K01966	K01952	K02470	K02016	K02040	K02470	K02992	K08591
K01990	K02065	K02000	K01972	K01953	K02477	K02017	K02050	K02477	K02994	K08602
K01991	K02066	K02001	K01990	K01955	K02483	K02028	K02051	K02484	K02996	K08724
K01992	K02067	K02002	K01991	K01956	K02484	K02036	K02065	K02493	K03040	K08974
K01993	K02068	K02003	K01992	K01960	K02492	K02037	K02066	K02500	K03043	K09013
K01995	K02069	K02004	K01993	K01961	K02493	K02038	K02067	K02501	K03046	K09014
K01996	K02075	K02005	K02000	K01965	K02499	K02039	K02075	K02502	K03060	K09157
K01997	K02078	K02013	K02001	K01966	K02500	K02040	K02078	K02503	K03070	K09696
K01998	K02100	K02014	K02002	K01971	K02501	K02065	K02080	K02518	K03073	K09697
K01999	K02108	K02015	K02003	K01972	K02502	K02066	K02100	K02519	K03075	K09698
K02002	K02109	K02016	K02004	K01990	K02503	K02067	K02108	K02520	K03076	K09710
K02003	K02110	K02028	K02005	K01991	K02518	K02068	K02109	K02526	K03086	K09761
K02004	K02111	K02036	K02013	K01992	K02519	K02069	K02110	K02528	K03090	K09762
K02005	K02112	K02037	K02014	K01993	K02520	K02075	K02111	K02529	K03100	K09769
K02010	K02113	K02038	K02015	K02000	K02528	K02078	K02112	K02547	K03101	K09772
K02013	K02114	K02039	K02016	K02001	K02529	K02080	K02113	K02563	K03106	K09790
K02014	K02115	K02040	K02028	K02002	K02563	K02081	K02114	K02564	K03110	K09809
K02015	K02117	K02065	K02036	K02003	K02564	K02100	K02115	K02600	K03111	K09811
K02016	K02118	K02066	K02037	K02004	K02587	K02108	K02117	K02601	K03116	K09812
K02017	K02120	K02067	K02038	K02005	K02588	K02109	K02118	K02619	K03117	K09861
K02022	K02121	K02068	K02039	K02013	K02598	K02110	K02120	K02647	K03118	K09903
K02028	K02123	K02069	K02040	K02014	K02600	K02111	K02121	K02653	K03147	K09951
K02036	K02124	K02075	K02051	K02015	K02601	K02112	K02123	K02654	K03151	K09976
K02037	K02169	K02078	K02065	K02016	K02617	K02113	K02124	K02669	K03152	K09981
K02038	K02217	K02081	K02066	K02028	K02619	K02114	K02169	K02687	K03168	K10563
K02039	K02230	K02100	K02067	K02036	K02647	K02115	K02188	K02768	K03177	K10773
K02040	K02238	K02108	K02068	K02037	K02650	K02117	K02190	K02769	K03205	K11069
K02051	K02313	K02109	K02069	K02038	K02653	K02118	K02217	K02770	K03215	K11071
K02065	K02314	K02110	K02075	K02039	K02654	K02120	K02224	K02823	K03216	K11072
K02066	K02316	K02111	K02078	K02040	K02669	K02121	K02226	K02824	K03217	K11144
K02067	K02335	K02112	K02100	K02051	K02687	K02123	K02227	K02834	K03218	K11189
K02068	K02337	K02113	K02108	K02065	K02805	K02124	K02231	K02835	K03292	K11717
K02069	K02338	K02114	K02109	K02066	K02823	K02169	K02232	K02836	K03299	K11749
K02075	K02340	K02115	K02110	K02067	K02824	K02188	K02233	K02837	K03303	K11753
K02078	K02341	K02117	K02111	K02068	K02834	K02190	K02238	K02838	K03306	K11754
K02080	K02342	K02118	K02112	K02069	K02835	K02217	K02280	K02860	K03311	K11991
K02100	K02343	K02120	K02113	K02075	K02836	K02224	K02313	K02863	K03313	K12132
K02108	K02346	K02121	K02114	K02078	K02837	K02226	K02314	K02864	K03320	K12373
K02109	K02355	K02123	K02115	K02108	K02838	K02227	K02316	K02867	K03402	K12410
K02110	K02356	K02124	K02117	K02109	K02860	K02230	K02335	K02871	K03424	K12573
K02111	K02357	K02169	K02118	K02110	K02863	K02231	K02337	K02874	K03427	K12574
K02112	K02358	K02188	K02120	K02111	K02864	K02232	K02338	K02876	K03429	K12952
K02113	K02361	K02190	K02121	K02112	K02867	K02233	K02340	K02878	K03431	K12977
K02114	K02371	K02217	K02123	K02113	K02871	K02238	K02341	K02879	K03436	K13292
K02115	K02377	K02224	K02124	K02114	K02874	K02313	K02342	K02881	K03438	K13747
K02117	K02426	K02226	K02169	K02115	K02876	K02314	K02343	K02884	K03439	K13789
K02118	K02428	K02227	K02217	K02117	K02878	K02316	K02346	K02886	K03453	K14059
K02120	K02429	K02230	K02230	K02118	K02879	K02335	K02355	K02887	K03458	K14155
K02121	K02437	K02231	K02238	K02120	K02881	K02337	K02356	K02888	K03466	K14540
K02123	K02469	K02232	K02313	K02121	K02884	K02338	K02357	K02890	K03469	K14761
K02124	K02470	K02233	K02314	K02123	K02886	K02340	K02358	K02892	K03470	K15986
K02169	K02477	K02238	K02316	K02124	K02887	K02341	K02361	K02895	K03481	K16371
K02188	K02481	K02313	K02335	K02169	K02888	K02342	K02371	K02899	K03484	K16509
K02190	K02484	K02314	K02337	K02217	K02890	K02343	K02377	K02902	K03486	K16785
K02217	K02493	K02316	K02338	K02226	K02892	K02346	K02395	K02904	K03489	K16786
K02224	K02500	K02335	K02340	K02230	K02895	K02355	K02426	K02906	K03492	K16787
K02226	K02501	K02337	K02341	K02231	K02897	K02356	K02428	K02907	K03496	K16898
K02227	K02503	K02338	K02342	K02233	K02899	K02357	K02429	K02909	K03497	K16899
K02230	K02517	K02340	K02343	K02238	K02902	K02358	K02437	K02911	K03500	K16924
K02231	K02518	K02341	K02346	K02283	K02904	K02371	K02440	K02916	K03501	K16927
K02232	K02519	K02342	K02355	K02313	K02906	K02377	K02469	K02926	K03502	K17073
K02233	K02520	K02343	K02356	K02314	K02909	K02426	K02470	K02931	K03517	K17074
K02238	K02523	K02346	K02357	K02316	K02911	K02428	K02472	K02933	K03521	K17076
K02313	K02527	K02355	K02358	K02335	K02913	K02429	K02473	K02935	K03522	K17103
K02314	K02528	K02356	K02361	K02337	K02914	K02437	K02474	K02939	K03524	K17624
K02316	K02529	K02357	K02371	K02338	K02926	K02469	K02477	K02945	K03525	K17686
K02335	K02536	K02358	K02377	K02340	K02931	K02470	K02481	K02946	K03526	K17836
K02337	K02548	K02361	K02426	K02341	K02933	K02472	K02484	K02948	K03527	K18682
K02338	K02551	K02371	K02428	K02342	K02935	K02473	K02493	K02950	K03529	K18692
K02340	K02552	K02372	K02429	K02343	K02939	K02474	K02500	K02952	K03531	K18888
K02341	K02557	K02377	K02437	K02346	K02945	K02477	K02501	K02954	K03536	K18940
K02342	K02563	K02426	K02450	K02355	K02946	K02481	K02503	K02956	K03544	K19002
K02343	K02564	K02428	K02469	K02356	K02948	K02484	K02517	K02959	K03545	K19049
K02346	K02600	K02429	K02470	K02357	K02950	K02488	K02518	K02961	K03549	K19221
K02355	K02601	K02437	K02472	K02358	K02952	K02491	K02519	K02963	K03550	K19271
K02356	K02614	K02469	K02477	K02361	K02954	K02493	K02520	K02965	K03551	K19302
K02357	K02619	K02470	K02481	K02371	K02956	K02500	K02523	K02967	K03553	K19689
K02358	K02621	K02472	K02484	K02372	K02959	K02501	K02527	K02968	K03565	K20074
K02371	K02622	K02477	K02493	K02377	K02961	K02503	K02528	K02970	K03569	K20117
K02372	K02651	K02481	K02500	K02426	K02963	K02517	K02529	K02982	K03570	K20118
K02377	K02687	K02484	K02501	K02428	K02967	K02518	K02536	K02986	K03575	K20449
K02426	K02775	K02493	K02503	K02429	K02968	K02519	K02548	K02988	K03584	K21071
K02428	K02823	K02500	K02517	K02437	K02970	K02520	K02551	K02990	K03587	K21449
K02429	K02824	K02501	K02518	K02469	K02982	K02523	K02552	K02992	K03588	K21471
K02437	K02834	K02503	K02519	K02470	K02986	K02527	K02557	K02994	K03589	K21636
K02469	K02835	K02517	K02520	K02477	K02988	K02528	K02558	K02996	K03595	K21687
K02470	K02836	K02518	K02523	K02481	K02990	K02529	K02563	K03040	K03596	K22278
K02472	K02837	K02519	K02527	K02484	K02992	K02536	K02564	K03043	K03601	
K02473	K02838	K02520	K02528	K02493	K02994	K02548	K02600	K03046	K03602	
K02474	K02843	K02523	K02529	K02500	K02996	K02551	K02601	K03070	K03616	
K02477	K02856	K02527	K02536	K02501	K03040	K02563	K02614	K03072	K03621	
K02481	K02860	K02528	K02548	K02503	K03043	K02564	K02619	K03073	K03624	
K02484	K02863	K02529	K02551	K02517	K03046	K02600	K02621	K03075	K03625	
K02493	K02864	K02536	K02552	K02518	K03060	K02601	K02622	K03076	K03628	
K02500	K02867	K02548	K02557	K02519	K03070	K02614	K02626	K03077	K03629	
K02501	K02871	K02551	K02563	K02520	K03071	K02619	K02651	K03079	K03631	
K02503	K02874	K02552	K02564	K02523	K03072	K02621	K02687	K03086	K03637	
K02517	K02876	K02563	K02600	K02527	K03073	K02622	K02805	K03088	K03639	
K02518	K02878	K02564	K02601	K02528	K03076	K02651	K02823	K03091	K03648	
K02519	K02879	K02600	K02614	K02529	K03077	K02668	K02834	K03100	K03654	
K02520	K02881	K02601	K02619	K02536	K03086	K02687	K02835	K03101	K03655	
K02523	K02884	K02614	K02621	K02548	K03088	K02775	K02836	K03106	K03657	
K02527	K02886	K02619	K02622	K02551	K03091	K02805	K02837	K03110	K03664	
K02528	K02887	K02621	K02651	K02552	K03100	K02823	K02838	K03111	K03665	
K02529	K02888	K02622	K02687	K02557	K03101	K02834	K02843	K03147	K03671	
K02536	K02890	K02687	K02775	K02563	K03106	K02835	K02852	K03148	K03684	
K02548	K02892	K02775	K02805	K02564	K03110	K02836	K02856	K03149	K03685	
K02551	K02895	K02805	K02823	K02600	K03111	K02837	K02860	K03150	K03686	
K02557	K02897	K02823	K02824	K02601	K03147	K02838	K02863	K03151	K03687	
K02563	K02899	K02834	K02834	K02614	K03149	K02843	K02864	K03152	K03688	
K02564	K02902	K02835	K02835	K02619	K03150	K02851	K02867	K03168	K03695	
K02600	K02904	K02836	K02836	K02621	K03151	K02852	K02871	K03169	K03696	
K02601	K02906	K02837	K02837	K02622	K03152	K02856	K02874	K03177	K03699	
K02614	K02907	K02838	K02838	K02651	K03154	K02860	K02876	K03205	K03701	
K02619	K02909	K02843	K02839	K02687	K03168	K02863	K02878	K03210	K03702	
K02621	K02911	K02852	K02843	K02775	K03169	K02864	K02879	K03215	K03703	
K02622	K02913	K02856	K02851	K02823	K03177	K02867	K02881	K03216	K03704	
K02651	K02914	K02860	K02856	K02824	K03205	K02871	K02884	K03217	K03710	
K02687	K02916	K02863	K02860	K02834	K03210	K02874	K02886	K03218	K03722	
K02805	K02919	K02864	K02863	K02835	K03215	K02876	K02887	K03282	K03723	
K02823	K02926	K02867	K02864	K02836	K03216	K02878	K02888	K03292	K03724	
K02834	K02931	K02871	K02867	K02837	K03217	K02879	K02890	K03294	K03737	
K02835	K02933	K02874	K02871	K02838	K03218	K02881	K02892	K03296	K03743	
K02836	K02935	K02876	K02874	K02843	K03271	K02884	K02895	K03299	K03744	
K02837	K02939	K02878	K02876	K02847	K03281	K02886	K02897	K03305	K03750	
K02838	K02945	K02879	K02878	K02851	K03284	K02887	K02899	K03307	K03768	
K02839	K02946	K02881	K02879	K02856	K03292	K02888	K02902	K03308	K03783	
K02843	K02948	K02884	K02881	K02860	K03307	K02890	K02904	K03310	K03786	
K02851	K02950	K02886	K02884	K02863	K03308	K02892	K02906	K03311	K03798	
K02856	K02952	K02887	K02886	K02864	K03310	K02895	K02907	K03315	K03816	
K02860	K02954	K02888	K02887	K02867	K03315	K02897	K02909	K03324	K03823	
K02863	K02956	K02890	K02888	K02871	K03320	K02899	K02911	K03340	K03833	
K02864	K02959	K02892	K02890	K02874	K03324	K02902	K02913	K03394	K03856	
K02867	K02961	K02895	K02892	K02876	K03328	K02904	K02914	K03402	K03892	
K02871	K02963	K02897	K02895	K02878	K03342	K02906	K02916	K03413	K03925	
K02874	K02965	K02899	K02897	K02879	K03394	K02907	K02919	K03424	K03975	
K02876	K02967	K02902	K02899	K02881	K03402	K02909	K02926	K03426	K03976	
K02878	K02968	K02904	K02902	K02884	K03413	K02911	K02931	K03427	K03977	
K02879	K02970	K02906	K02904	K02886	K03424	K02913	K02933	K03429	K03978	
K02881	K02982	K02907	K02906	K02887	K03426	K02914	K02935	K03431	K03979	
K02884	K02986	K02909	K02907	K02888	K03427	K02916	K02939	K03435	K03980	
K02886	K02988	K02911	K02909	K02890	K03431	K02919	K02945	K03436	K04041	
K02887	K02990	K02913	K02911	K02892	K03437	K02926	K02946	K03437	K04042	
K02888	K02992	K02914	K02913	K02895	K03438	K02931	K02948	K03438	K04043	
K02890	K02994	K02916	K02914	K02897	K03439	K02933	K02950	K03439	K04066	
K02892	K02996	K02919	K02916	K02899	K03442	K02935	K02952	K03442	K04068	
K02895	K03040	K02926	K02919	K02902	K03458	K02939	K02954	K03465	K04069	
K02897	K03043	K02931	K02926	K02904	K03466	K02945	K02956	K03466	K04070	
K02899	K03046	K02933	K02931	K02906	K03469	K02946	K02959	K03469	K04072	
K02902	K03070	K02935	K02933	K02907	K03470	K02948	K02961	K03470	K04074	
K02904	K03071	K02939	K02935	K02909	K03480	K02950	K02963	K03495	K04075	
K02906	K03072	K02945	K02939	K02911	K03484	K02952	K02965	K03496	K04077	
K02907	K03073	K02946	K02945	K02913	K03495	K02954	K02967	K03497	K04078	
K02909	K03075	K02948	K02946	K02914	K03496	K02956	K02968	K03498	K04079	
K02911	K03076	K02950	K02948	K02916	K03497	K02959	K02970	K03499	K04094	
K02913	K03077	K02952	K02950	K02919	K03498	K02961	K02982	K03500	K04096	
K02914	K03086	K02954	K02952	K02926	K03499	K02963	K02986	K03501	K04477	
K02916	K03088	K02956	K02954	K02931	K03500	K02965	K02988	K03502	K04486	
K02919	K03092	K02959	K02956	K02933	K03501	K02967	K02990	K03517	K04487	
K02926	K03100	K02961	K02959	K02935	K03502	K02968	K02992	K03518	K04488	
K02931	K03101	K02963	K02961	K02939	K03517	K02970	K02994	K03521	K04517	
K02933	K03106	K02965	K02963	K02945	K03518	K02982	K02996	K03522	K04518	
K02935	K03110	K02967	K02965	K02946	K03523	K02986	K03040	K03523	K04567	
K02939	K03111	K02968	K02967	K02948	K03524	K02988	K03043	K03524	K04651	
K02945	K03113	K02970	K02968	K02950	K03525	K02990	K03046	K03525	K04653	
K02946	K03116	K02982	K02970	K02952	K03526	K02992	K03070	K03526	K04654	
K02948	K03118	K02986	K02982	K02954	K03527	K02994	K03072	K03527	K04655	
K02950	K03147	K02988	K02986	K02956	K03529	K02996	K03073	K03529	K04656	
